# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0E04840g		CAL0129124	YDR218C	SPR28	S000002626
CAGL0M06985g		CAL0137235	YCR075C	ERS1	S000000671
CAGL0D03894g	PRO1	CAL0128281	YHR033W	YHR033W	S000001075
CAGL0M00748g	ECM7	CAL0136229	YLR443W	ECM7	S000004435
CAGL0B00550g		CAL0127712	YCL050C	APA1	S000000555
CAGL0J08734g	PMT2	CAL0133244	YAL023C	PMT2	S000000021
CAGL0M07381g		CAL0136451	YPL053C	KTR6	S000005974
CAGL0J10054g		CAL0133630	YNL059C	ARP5	S000005004
CAGL0K11044g		CAL0134433	YDR237W	MRPL7	S000002645
CAGL0H01111g		CAL0131912	YDR286C	YDR286C	S000002694
CAGL0F05797g		CAL0131354	YDR180W	SCC2	S000002588
CAGL0G08954g		CAL0130775	YOL019W	YOL019W	S000005379
CAGL0C03003g		CAL0127268	YCR051W	YCR051W	S000000647
CAGL0L08426g	SUE1	CAL0135372	YPR151C	SUE1	S000006355
CAGL0J07590g		CAL0133024	YNL240C	NAR1	S000005184
CAGL0L04928g		CAL0135462	YKL068W	NUP100	S000001551
CAGL0L10868g		CAL0135980	YOR271C	FSF1	S000005797
CAGL0B01947g	INO2	CAL0127050	YDR123C	INO2	S000002530
CAGL0J04114g		CAL0132824	YOR222W	ODC2	S000005748
CAGL0K07920g		CAL0134547	YPR085C	ASA1	S000006289
CAGL0J08569g		CAL0133558	YOR085W	OST3	S000005611
CAGL0K08360g		CAL0134679	YKR056W	TRM2	S000001764
CAGL0I02090g		CAL0129658	YHR158C	KEL1	S000001201
CAGL0C03674g		CAL0127508	YNR040W	YNR040W	S000005323
CAGL0D06644g		CAL0128019	YOR373W	NUD1	S000005900
CAGL0L09086g		CAL0135708	YPR001W	CIT3	S000006205
CAGL0F04807g		CAL0129280	YIL136W	OM45	S000001398
CAGL0F00517g		CAL0130966	YJR065C	ARP3	S000003826
CAGL0M13211g		CAL0137487	YKL063C	YKL063C	S000001546
CAGL0E00935g		CAL0128624	YDR167W	TAF10	S000002574
CAGL0C02299g	KRE29	CAL0127324	YER038C	KRE29	S000000840
CAGL0A03784g		CAL0126705	YOR297C	TIM18	S000005823
CAGL0L09647g		CAL0135300	YIR012W	SQT1	S000001451
CAGL0C00429g		CAL0127200	YLR093C	NYV1	S000004083
CAGL0H02035g		CAL0131494	YHR090C	YNG2	S000001132
CAGL0L05626g		CAL0136052	YJL127C-B	YJL127C-B	S000028522
CAGL0L00319g	ERG20	CAL0135036	YJL167W	ERG20	S000003703
CAGL0M00990g		CAL0136729	YLR430W	SEN1	S000004422
CAGL0K01617g		CAL0134029	YDL028C	MPS1	S000002186
CAGL0M04301g		CAL0136819	YLR130C	ZRT2	S000004120
CAGL0L06028g		CAL0135916	YGL181W	GTS1	S000003149
CAGL0F03531g		CAL0129517	YPL169C	MEX67	S000006090
CAGL0M12386g		CAL0136681	YIL051C	MMF1	S000001313
CAGL0E04070g		CAL0129044	YHL039W	EFM1	S000001031
CAGL0D06314g		CAL0128105	YGL049C	TIF4632	S000003017
CAGL0L05544g		CAL0135002	YJL124C	LSM1	S000003660
CAGL0A04103g		CAL0126873	YLR193C	UPS1	S000004183
CAGL0D06204g		CAL0128259	YGL045W	RIM8	S000003013
CAGL0H01815g	CBF1	CAL0131558	YJR060W	CBF1	S000003821
CAGL0B04125g		CAL0127122	YPR110C	RPC40	S000006314
CAGL0G06600g		CAL0130755	YNL100W	MIC27	S000005044
CAGL0I05830g	VPS27	CAL0132704	YNR006W	VPS27	S000005289
CAGL0A00539g		CAL0126913	YGL005C	COG7	S000002973
CAGL0M02002g		CAL0136573	YPL165C	SET6	S000006086
CAGL0F03993g	ERG8	CAL0131034	YMR220W	ERG8	S000004833
CAGL0L04510g		CAL0135818	YOR167C	RPS28A	S000005693
CAGL0I08635g		CAL0130047	YER159C	BUR6	S000000961
CAGL0H05071g		CAL0131790	YLR383W	SMC6	S000004375
CAGL0F03817g		CAL0131054	YMR210W	YMR210W	S000004823
CAGL0M01848g		CAL0136845	YBR077C	SLM4	S000000281
CAGL0L11418g		CAL0136142	YML071C	COG8	S000004536
CAGL0C02475g		CAL0127340	YER030W	CHZ1	S000000832
CAGL0J11198g		CAL0133574	YNL177C	MRPL22	S000005121
CAGL0I05676g		CAL0132236	YNR011C	PRP2	S000005294
CAGL0G00858g		CAL0130239	YLR332W	MID2	S000004324
CAGL0H08459g		CAL0129980	YBR096W	YBR096W	S000000300
CAGL0I01408g	CYC1	CAL0132740	YJR048W	CYC1	S000003809
CAGL0G02321g		CAL0129403	YKR087C	OMA1	S000001795
CAGL0G01826g		CAL0137763	YPR102C	RPL11A	S000006306
CAGL0B00704g	PDI1	CAL0127006	YCL043C	PDI1	S000000548
CAGL0I08789g		CAL0132142	YGR169C	PUS6	S000003401
CAGL0H00957g		CAL0131962	YPL237W	SUI3	S000006158
CAGL0G02343g		CAL0137539	YKR088C	TVP38	S000001796
CAGL0K05813g		CAL0134085	YDR513W	GRX2	S000002921
CAGL0K12606g		CAL0133923	YFL034C-B	MOB2	S000001859
CAGL0D01892g		CAL0128017	YLR027C	AAT2	S000004017
CAGL0J03828g	MKK1	CAL0133234	YOR231W	MKK1	S000005757
CAGL0G00462g		CAL0137705	YGR273C	YGR273C	S000003505
CAGL0K03267g	OPI1	CAL0134275	YHL020C	OPI1	S000001012
CAGL0L08712g		CAL0135830	YPL014W	YPL014W	S000005935
CAGL0L11902g		CAL0135420	YER170W	ADK2	S000000972
CAGL0B03465g		CAL0127080	YLR251W	SYM1	S000004241
CAGL0H04807g		CAL0130500	YML014W	TRM9	S000004476
CAGL0L12782g	DIG1	CAL0135274	YPL049C	DIG1	S000005970
CAGL0H06897g		CAL0131674	YML098W	TAF13	S000004564
CAGL0J03806g		CAL0133648	YOR230W	WTM1	S000005756
CAGL0G07909g		CAL0137587	YNR035C	ARC35	S000005318
CAGL0L07458g		CAL0136050	YBR065C	ECM2	S000000269
CAGL0H06589g		CAL0129770	YIL150C	MCM10	S000001412
CAGL0I03520g		CAL0129618	YDL157C	YDL157C	S000002316
CAGL0D04180g		CAL0128371	YIL091C	UTP25	S000001353
CAGL0A04631g		CAL0126859	YBL081W	YBL081W	S000000177
CAGL0L07480g		CAL0135396	YBR066C	NRG2	S000000270
CAGL0L06490g		CAL0135174	YGR231C	PHB2	S000003463
CAGL0H08261g		CAL0131992	YOR019W	YOR019W	S000005545
CAGL0L12188g		CAL0135498	YLR086W	SMC4	S000004076
CAGL0L06336g		CAL0135082	YDR103W	STE5	S000002510
CAGL0G08492g		CAL0129361	YLR233C	EST1	S000004223
CAGL0L12408g		CAL0135228	YPL030W	TRM44	S000005951
CAGL0J06358g		CAL0133082	YDL180W	YDL180W	S000002339
CAGL0L13244g		CAL0135608	YLR080W	EMP46	S000004070
CAGL0A01606g		CAL0126723	YGL033W	HOP2	S000003001
CAGL0E03223g		CAL0129058	YGR158C	MTR3	S000003390
CAGL0H08085g		CAL0131988	YOR033C	EXO1	S000005559
CAGL0M01452g		CAL0137139	YDR323C	PEP7	S000002731
CAGL0J00693g		CAL0133674	YHR023W	MYO1	S000001065
CAGL0A04543g		CAL0126543	YBL074C	AAR2	S000000170
CAGL0G01903g	MET1	CAL0137635	YKR069W	MET1	S000001777
CAGL0A01760g		CAL0126669	YDR341C	YDR341C	S000002749
CAGL0E06468g		CAL0128978	YKL146W	AVT3	S000001629
CAGL0K08976g		CAL0134329	YOR256C	TRE2	S000005782
CAGL0B03069g	TAL1	CAL0127864	YLR354C	TAL1	S000004346
CAGL0H06765g	BNR1	CAL0131572	YIL159W	BNR1	S000001421
CAGL0M09977g		CAL0136961	YLR401C	DUS3	S000004393
CAGL0K04301g		CAL0134307	YGR052W	FMP48	S000003284
CAGL0J09372g		CAL0129523	YDL125C	HNT1	S000002283
CAGL0A01914g		CAL0126589	YHR099W	TRA1	S000001141
CAGL0D01562g	FCY1	CAL0127965	YPR062W	FCY1	S000006266
CAGL0E06248g	RCN1	CAL0128980	YKL159C	RCN1	S000001642
CAGL0G01342g		CAL0129285	YNL054W	VAC7	S000004999
CAGL0L03696g		CAL0136030	YOR092W	ECM3	S000005618
CAGL0I07601g		CAL0132450	YOL096C	COQ3	S000005456
CAGL0M12474g		CAL0136867	YIL055C	YIL055C	S000001317
CAGL0L09251g		CAL0135768	YPR005C	HAL1	S000006209
CAGL0A03212g		CAL0126709	YDR384C	ATO3	S000002792
CAGL0I00990g		CAL0130358	YOR037W	CYC2	S000005563
CAGL0G09020g		CAL0130324	YPL203W	TPK2	S000006124
CAGL0G05830g		CAL0137643	YHR146W	CRP1	S000001189
CAGL0L01265g		CAL0135552	YEL041W	YEF1	S000000767
CAGL0L05302g		CAL0135774	YKL088W	CAB3	S000001571
CAGL0G08228g		CAL0129670	YLR245C	CDD1	S000004235
CAGL0B03817g		CAL0127720	YJR008W	MHO1	S000003768
CAGL0L10015g		CAL0135144	YOR045W	TOM6	S000005571
CAGL0J03146g		CAL0133210	YER070W	RNR1	S000000872
CAGL0M09823g	VIP1	CAL0137343	YLR410W	VIP1	S000004402
CAGL0G07491g	MNN11	CAL0130536	YJL183W	MNN11	S000003719
CAGL0I01914g		CAL0129955	YHR152W	SPO12	S000001195
CAGL0K12892g		CAL0134439	YFL047W	RGD2	S000001847
CAGL0M01738g		CAL0137413	YBR081C	SPT7	S000000285
CAGL0M11814g		CAL0136955	YAL032C	PRP45	S000000030
CAGL0F09119g		CAL0129802	YHR207C	SET5	S000001250
CAGL0K04169g		CAL0134719	YGR040W	KSS1	S000003272
CAGL0D00594g		CAL0128223	YDL076C	RXT3	S000002234
CAGL0H07447g		CAL0132026	YBR156C	SLI15	S000000360
CAGL0G09713g		CAL0130781	YOR182C	RPS30B	S000005708
CAGL0K10472g		CAL0134223	YFR009W	GCN20	S000001905
CAGL0M11066g		CAL0136837	YGR109C	CLB6	S000003341
CAGL0L04488g		CAL0135784	YOR166C	SWT1	S000005692
CAGL0D00242g		CAL0128113	YAL058W	CNE1	S000000054
CAGL0E05456g		CAL0128820	YOR338W	YOR338W	S000005865
CAGL0L10780g		CAL0135524	YMR207C	HFA1	S000004820
CAGL0K09504g		CAL0134945	YOR148C	SPP2	S000005674
CAGL0J03322g	FMP29	CAL0133640	YER080W	AIM9	S000000882
CAGL0M07678g		CAL0136503	YMR014W	BUD22	S000004616
CAGL0K02585g	YAP3	CAL0134007	YHL009C	YAP3	S000001001
CAGL0H06457g		CAL0131646	YLR389C	STE23	S000004381
CAGL0H04587g		CAL0131696	YBL089W	AVT5	S000000185
CAGL0J08074g		CAL0133026	YNL264C	PDR17	S000005208
CAGL0I01430g		CAL0132146	YJR047C	ANB1	S000003808
CAGL0F00363g	OPI3	CAL0129919	YJR073C	OPI3	S000003834
CAGL0M09405g	RTG3	CAL0136259	YBL103C	RTG3	S000000199
CAGL0H06732g		CAL0131638	YIL156W-B	YIL156W-B	S000028511
CAGL0I05098g		CAL0132526	YER087C-B	SBH1	S000002128
CAGL0M08552g		CAL0137019	YDR276C	PMP3	S000002684
CAGL0K04543g		CAL0134725	YGR063C	SPT4	S000003295
CAGL0L11968g		CAL0135026	YER173W	RAD24	S000000975
CAGL0C04114g	HHT2	CAL0127444	YBR010W	HHT1	S000000214
CAGL0I10560g		CAL0132664	YGR128C	UTP8	S000003360
CAGL0E04972g		CAL0128814	YGL145W	TIP20	S000003113
CAGL0H01067g		CAL0129522	YDR288W	NSE3	S000002696
CAGL0I05984g		CAL0132646	YJL147C	YJL147C	S000003683
CAGL0H08063g		CAL0131610	YNL202W	SPS19	S000005146
CAGL0L04664g	HEM15	CAL0136122	YOR176W	HEM15	S000005702
CAGL0J06710g		CAL0133458	YML110C	COQ5	S000004578
CAGL0K01595g		CAL0134549	YDL029W	ARP2	S000002187
CAGL0K06567g		CAL0134711	YDR471W	RPL27B	S000002879
CAGL0F01089g		CAL0129362	YOL031C	SIL1	S000005391
CAGL0L13002g		CAL0135384	YHR120W	MSH1	S000001162
CAGL0L11220g		CAL0135646	YML062C	MFT1	S000004527
CAGL0M06281g	DTR1	CAL0137077	YBR180W	DTR1	S000000384
CAGL0A00605g		CAL0126837	YGL003C	CDH1	S000002971
CAGL0F04323g		CAL0131186	YBL035C	POL12	S000000131
CAGL0B02794g		CAL0127856	YLR359W	ADE13	S000004351
CAGL0B02607g	HEM1	CAL0127812	YDR232W	HEM1	S000002640
CAGL0D00748g		CAL0128513	YDL067C	COX9	S000002225
CAGL0L01551g		CAL0135756	YML052W	SUR7	S000004516
CAGL0G03113g		CAL0137613	YGR095C	RRP46	S000003327
CAGL0J07986g		CAL0132996	YNL260C	LTO1	S000005204
CAGL0I00946g	CKB2	CAL0132726	YOR039W	CKB2	S000005565
CAGL0L06468g		CAL0135138	YDR131C	YDR131C	S000002538
CAGL0J11726g		CAL0133662	YMR005W	TAF4	S000004607
CAGL0J08591g		CAL0133450	YOR086C	TCB1	S000005612
CAGL0F02563g	HPT1	CAL0131144	YDR399W	HPT1	S000002807
CAGL0L00891g	GVP36	CAL0135780	YIL041W	GVP36	S000001303
CAGL0I03652g		CAL0132556	YDL149W	ATG9	S000002308
CAGL0M09020g		CAL0136871	YJR095W	SFC1	S000003856
CAGL0J05874g		CAL0133652	YNL159C	ASI2	S000005103
CAGL0B04191g		CAL0127728	YPR114W	YPR114W	S000006318
CAGL0F09075g		CAL0129548	YHR205W	SCH9	S000001248
CAGL0I02068g		CAL0132536	YHR157W	REC104	S000001200
CAGL0K04785g		CAL0134893	YNL211C	YNL211C	S000005155
CAGL0D05500g		CAL0128387	YGR187C	HGH1	S000003419
CAGL0D06270g		CAL0128497	YGL047W	ALG13	S000003015
CAGL0M11198g		CAL0136817	YMR223W	UBP8	S000004836
CAGL0L04730g		CAL0136058	YGR112W	SHY1	S000003344
CAGL0M08866g	PEX29	CAL0136629	YDR479C	PEX29	S000002887
CAGL0G07623g		CAL0130677	YBR286W	APE3	S000000490
CAGL0B01903g		CAL0127082	YDR121W	DPB4	S000002528
CAGL0E01309g		CAL0128998	YDR147W	EKI1	S000002554
CAGL0I06743g	FTR1	CAL0132388	YER145C	FTR1	S000000947
CAGL0G06974g		CAL0130620	YJL011C	RPC17	S000003548
CAGL0K02409g		CAL0134593	YPR020W	ATP20	S000006224
CAGL0F05775g		CAL0131358	YDR181C	SAS4	S000002589
CAGL0K12540g	HAC1	CAL0134099	YFL031W	HAC1	S000001863
CAGL0K04631g		CAL0134855	YGR067C	YGR067C	S000003299
CAGL0E00539g		CAL0129136	YCR086W	CSM1	S000000682
CAGL0C01375g		CAL0127424	YIL108W	YIL108W	S000001370
CAGL0K09218g		CAL0134613	YCR061W	YCR061W	S000000657
CAGL0K03927g		CAL0134907	YMR134W	ERG29	S000004741
CAGL0M06215g		CAL0137239	YBR176W	ECM31	S000000380
CAGL0E01287g		CAL0129104	YDR148C	KGD2	S000002555
CAGL0H00913g		CAL0131946	YPL241C	CIN2	S000006162
CAGL0I00726g		CAL0132392	YMR148W	OSW5	S000004756
CAGL0K05511g		CAL0133821	YOR076C	SKI7	S000005602
CAGL0G09977g	GDB1	CAL0129165	YPR184W	GDB1	S000006388
CAGL0M06325g		CAL0137409	YBR182C	SMP1	S000000386
CAGL0J07744g		CAL0132894	YNL247W	YNL247W	S000005191
CAGL0G02849g		CAL0130115	YPL186C	UIP4	S000006107
CAGL0I06578g	YEY2	CAL0129823	YER152C	YER152C	S000000954
CAGL0K01045g		CAL0134935	YGR083C	GCD2	S000003315
CAGL0I05478g		CAL0132568	YER100W	UBC6	S000000902
CAGL0H09922g		CAL0131942	YBR045C	GIP1	S000000249
CAGL0J04334g		CAL0133256	YBL018C	POP8	S000000114
CAGL0H07799g		CAL0130539	YGL240W	DOC1	S000003209
CAGL0K03487g		CAL0134571	YMR109W	MYO5	S000004715
CAGL0M02167g		CAL0136499	YPL156C	PRM4	S000006077
CAGL0F07051g		CAL0129189	YGL124C	MON1	S000003092
CAGL0C04367g		CAL0127314	YBL001C	ECM15	S000000097
CAGL0L04202g		CAL0135004	YNL129W	NRK1	S000005073
CAGL0G09339g		CAL0130679	YGR194C	XKS1	S000003426
CAGL0L03245g		CAL0135156	YKR038C	KAE1	S000001746
CAGL0J09328g		CAL0133170	YDL127W	PCL2	S000002285
CAGL0B01705g		CAL0127872	YDR108W	TRS85	S000002515
CAGL0J09218g	CDC53	CAL0133046	YDL132W	CDC53	S000002290
CAGL0H07777g		CAL0129605	YGL241W	KAP114	S000003210
CAGL0H08866g		CAL0131714	YMR172W	HOT1	S000004783
CAGL0E03476g		CAL0129002	YLR310C	CDC25	S000004301
CAGL0M10329g		CAL0136401	YKL003C	MRP17	S000001486
CAGL0G07084g		CAL0129948	YML021C	UNG1	S000004483
CAGL0K08514g		CAL0134667	YKL101W	HSL1	S000001584
CAGL0I00374g		CAL0130089	YGL057C	GEP7	S000003025
CAGL0I06831g		CAL0132496	YER141W	COX15	S000000943
CAGL0I01144g		CAL0132214	YHR105W	YPT35	S000001147
CAGL0D06094g		CAL0128045	YJR055W	HIT1	S000003816
CAGL0K09834g		CAL0134577	YNL091W	NST1	S000005035
CAGL0B01727g		CAL0127060	YDR109C	YDR109C	S000002516
CAGL0B00814g		CAL0127868	YCL034W	LSB5	S000000539
CAGL0H02497g		CAL0131812	YMR255W	GFD1	S000004868
CAGL0G09911g		CAL0129220	YPR181C	SEC23	S000006385
CAGL0K10230g		CAL0133947	YOR123C	LEO1	S000005649
CAGL0B00374g		CAL0127054	YCL058W-A	ADF1	S000028518
CAGL0H03619g		CAL0129842	YNL011C	YNL011C	S000004956
CAGL0L02123g	SNF5	CAL0135800	YBR289W	SNF5	S000000493
CAGL0L02651g		CAL0136168	YOR219C	STE13	S000005745
CAGL0K05599g		CAL0133893	YOR080W	DIA2	S000005606
CAGL0L07722g	PGK1	CAL0135168	YCR012W	PGK1	S000000605
CAGL0C05027g		CAL0127548	YAR035W	YAT1	S000000080
CAGL0I01298g		CAL0132602	YHR113W	APE4	S000001155
CAGL0G02145g		CAL0137547	YKR078W	YKR078W	S000001786
CAGL0L12144g		CAL0135456	YLR084C	RAX2	S000004074
CAGL0E05060g	NUT1	CAL0129110	YGL151W	NUT1	S000003119
CAGL0K12584g		CAL0134861	YFL034W	YFL034W	S000001860
CAGL0L00979g		CAL0135326	YIL039W	TED1	S000001301
CAGL0F01155g		CAL0130992	YOL034W	SMC5	S000005394
CAGL0L07546g		CAL0135244	YDR046C	BAP3	S000002453
CAGL0C01815g		CAL0127656	YBL086C	YBL086C	S000000182
CAGL0D05632g		CAL0128225	YLL009C	COX17	S000003932
CAGL0K09394g		CAL0134743	YGL210W	YPT32	S000003178
CAGL0H05555g		CAL0130152	YPL083C	SEN54	S000006004
CAGL0F07425g		CAL0131168	YGL110C	CUE3	S000003078
CAGL0A02772g		CAL0126817	YDR364C	CDC40	S000002772
CAGL0K01309g		CAL0134483	YGR072W	UPF3	S000003304
CAGL0L13024g		CAL0135738	YHR121W	LSM12	S000001163
CAGL0H09724g		CAL0131974	YER006W	NUG1	S000000808
CAGL0I03080g	URA3	CAL0130376	YEL021W	URA3	S000000747
CAGL0I04708g	PDX3	CAL0132580	YBR035C	PDX3	S000000239
CAGL0M04213g		CAL0136523	YLR126C	YLR126C	S000004116
CAGL0F05423g		CAL0129611	YDR204W	COQ4	S000002612
CAGL0F07073g		CAL0130872	YGL123W	RPS2	S000003091
CAGL0J11022g		CAL0133054	YDR308C	SRB7	S000002716
CAGL0L12364g	ERG10	CAL0135698	YPL028W	ERG10	S000005949
CAGL0I00352g		CAL0130017	YGL058W	RAD6	S000003026
CAGL0H10202g		CAL0131606	YBR058C-A	TSC3	S000007521
CAGL0G04103g		CAL0129610	YJR005W	APL1	S000003765
CAGL0E06336g		CAL0129022	YKL154W	SRP102	S000001637
CAGL0E00737g		CAL0128852	YDR174W	HMO1	S000002581
CAGL0I06985g		CAL0129895	YGL220W	FRA2	S000003188
CAGL0J04466g		CAL0132886	YLR414C	PUN1	S000004406
CAGL0D00726g		CAL0128115	YDL069C	CBS1	S000002227
CAGL0K11440g		CAL0134419	YDR225W	HTA1	S000002633
CAGL0C02079g		CAL0127220	YFR043C	IRC6	S000001939
CAGL0L03846g		CAL0135480	YNL112W	DBP2	S000005056
CAGL0H10472g		CAL0130547	YDL115C	IWR1	S000002273
CAGL0C01595g		CAL0127528	YBR248C	HIS7	S000000452
CAGL0J10956g	SUM1	CAL0133360	YDR310C	SUM1	S000002718
CAGL0F07865g	UPC2B	CAL0131362	YDR213W	UPC2	S000002621
CAGL0I09438g		CAL0130029	YBR271W	EFM2	S000000475
CAGL0C01265g	GLM4	CAL0127342	YIL115C	NUP159	S000001377
CAGL0J10604g		CAL0133180	YDR437W	GPI19	S000002845
CAGL0K05203g		CAL0133823	YPR028W	YOP1	S000006232
CAGL0K04697g		CAL0134631	YDL048C	STP4	S000002206
CAGL0L08030g		CAL0135682	YCR024C	SLM5	S000000618
CAGL0H03421g		CAL0131886	YGL075C	MPS2	S000003043
CAGL0D06556g		CAL0128217	YLL018C	DPS1	S000003941
CAGL0D04070g		CAL0128005	YGR021W	YGR021W	S000003253
CAGL0H10582g		CAL0130534	YDL122W	UBP1	S000002280
CAGL0K06853g		CAL0134807	YBR222C	PCS60	S000000426
CAGL0M03157g		CAL0136569	YKR019C	IRS4	S000001727
CAGL0J03432g		CAL0133454	YNL020C	ARK1	S000004965
CAGL0A00319g		CAL0126655	YGL017W	ATE1	S000002985
CAGL0F08305g		CAL0131038	YGR257C	MTM1	S000003489
CAGL0G07425g		CAL0130378	YML035C	AMD1	S000004498
CAGL0I04114g		CAL0132550	YGL227W	VID30	S000003196
CAGL0L02387g		CAL0135572	YEL003W	GIM4	S000000729
CAGL0M00836g		CAL0136873	YLR440C	SEC39	S000004432
CAGL0K05533g		CAL0133885	YOR077W	RTS2	S000005603
CAGL0M03971g		CAL0136917	YNL311C	SKP2	S000005255
CAGL0K06677g	MET8	CAL0134875	YBR213W	MET8	S000000417
CAGL0J09680g		CAL0133604	YDL205C	HEM3	S000002364
CAGL0M09779g	CTS1	CAL0136945	YLR286C	CTS1	S000004276
CAGL0D06446g	STT4	CAL0128037	YLR305C	STT4	S000004296
CAGL0D02728g		CAL0128039	YHR199C	AIM46	S000001242
CAGL0G08756g		CAL0129255	YIL126W	STH1	S000001388
CAGL0J08778g		CAL0133190	YLR208W	SEC13	S000004198
CAGL0L10428g		CAL0136032	YOR066W	MSA1	S000005592
CAGL0J06402g		CAL0133556	YDL182W	LYS20	S000002341
CAGL0M04279g		CAL0137135	YLR129W	DIP2	S000004119
CAGL0I08481g		CAL0132326	YPR166C	MRP2	S000006370
CAGL0M06831g	CRZ1	CAL0137005	YNL027W	CRZ1	S000004972
CAGL0M11044g		CAL0137395	YGR108W	CLB1	S000003340
CAGL0H10098g		CAL0131928	YBR055C	PRP6	S000000259
CAGL0G09196g		CAL0137737	YPL194W	DDC1	S000006115
CAGL0A01584g		CAL0126847	YGL032C	AGA2	S000003000
CAGL0G05203g		CAL0137631	YDR067C	OCA6	S000002474
CAGL0K02277g		CAL0134215	YER124C	DSE1	S000000926
CAGL0K09328g	THR4	CAL0134515	YCR053W	THR4	S000000649
CAGL0H10428g		CAL0130256	YDL113C	ATG20	S000002271
CAGL0M13035g		CAL0136877	YKL054C	DEF1	S000001537
CAGL0L08734g		CAL0135276	YPL013C	MRPS16	S000005934
CAGL0G09845g		CAL0129989	YPR178W	PRP4	S000006382
CAGL0G05874g		CAL0130801	YHR143W-A	RPC10	S000001185
CAGL0K08272g		CAL0134119	YKR053C	YSR3	S000001761
CAGL0M11236g		CAL0136393	YMR225C	MRPL44	S000004838
CAGL0L09845g		CAL0135994	YKL023W	YKL023W	S000001506
CAGL0D04950g		CAL0128033	YPR139C	LOA1	S000006343
CAGL0D06154g		CAL0128457	YGL041W-A	YGL041W-A	S000028826
CAGL0M13673g		CAL0136939	YMR298W	LIP1	S000004913
CAGL0I01474g		CAL0132102	YJR046W	TAH11	S000003807
CAGL0B04939g		CAL0127032	YLR173W	YLR173W	S000004163
CAGL0A01089g		CAL0126673	YPL272C	PBI1	S000006193
CAGL0E02057g		CAL0128748	YOL117W	RRI2	S000005477
CAGL0E04268g		CAL0128660	YML037C	YML037C	S000004501
CAGL0L02321g		CAL0136040	YKL001C	MET14	S000001484
CAGL0M07007g		CAL0136389	YCR076C	FUB1	S000000672
CAGL0B03597g		CAL0127932	YEL058W	PCM1	S000000784
CAGL0F06325g		CAL0129248	YMR053C	STB2	S000004657
CAGL0G06578g		CAL0129231	YNL099C	OCA1	S000005043
CAGL0C03399g	POP2	CAL0127530	YNR052C	POP2	S000005335
CAGL0F02233g		CAL0130868	YFR006W	YFR006W	S000001902
CAGL0C01463g		CAL0127344	YPL180W	TCO89	S000006101
CAGL0G02409g	SRP40	CAL0130749	YKR092C	SRP40	S000001800
CAGL0K06215g		CAL0134477	YDR449C	UTP6	S000002857
CAGL0M08030g		CAL0137319	YJR032W	CPR7	S000003793
CAGL0F01485g	TIR2	CAL0130970	YOR009W	TIR4	S000005535
CAGL0M07359g		CAL0137493	YPL054W	LEE1	S000005975
CAGL0H01661g		CAL0130571	YDR522C	SPS2	S000002930
CAGL0K09064g		CAL0133833	YOR251C	TUM1	S000005777
CAGL0F02585g		CAL0131096	YDR400W	URH1	S000002808
CAGL0M14003g		CAL0136793	YMR314W	PRE5	S000004931
CAGL0K07700g		CAL0134501	YFL023W	BUD27	S000001871
CAGL0C03245g		CAL0127398	YLL042C	ATG10	S000003965
CAGL0G05720g		CAL0130219	YDL214C	PRR2	S000002373
CAGL0G03707g		CAL0137531	YER122C	GLO3	S000000924
CAGL0K07590g	MYO3	CAL0134555	YKL129C	MYO3	S000001612
CAGL0M03135g		CAL0137125	YJL084C	ALY2	S000003620
CAGL0J01045g		CAL0132906	YJL033W	HCA4	S000003570
CAGL0F03267g		CAL0129268	YHR080C	YHR080C	S000001122
CAGL0K12408g		CAL0133825	YFL025C	BST1	S000001869
CAGL0D00528g		CAL0127977	YKL182W	FAS1	S000001665
CAGL0I00594g		CAL0132386	YLR293C	GSP1	S000004284
CAGL0J07040g		CAL0132944	YPL110C	GDE1	S000006031
CAGL0F01837g	SPT8	CAL0131382	YLR055C	SPT8	S000004045
CAGL0E04158g		CAL0129102	YDR051C	DET1	S000002458
CAGL0D04444g		CAL0128049	YDR014W	RAD61	S000002421
CAGL0F00539g		CAL0131174	YJR064W	CCT5	S000003825
CAGL0M12298g		CAL0136757	YAL051W	OAF1	S000000048
CAGL0G07529g		CAL0129297	YJL179W	PFD1	S000003715
CAGL0K09240g		CAL0134643	YCR060W	TAH1	S000000656
CAGL0E03289g		CAL0128684	YGR162W	TIF4631	S000003394
CAGL0L03542g		CAL0136084	YJL096W	MRPL49	S000003632
CAGL0M08602g		CAL0136489	YDR270W	CCC2	S000002678
CAGL0M02145g		CAL0136901	YPL157W	TGS1	S000006078
CAGL0J02904g		CAL0133340	YER054C	GIP2	S000000856
CAGL0D00176g		CAL0128043	YAL062W	GDH3	S000000058
CAGL0L13178g		CAL0135260	YLR077W	FMP25	S000004067
CAGL0B02365g		CAL0127696	YML117W	NAB6	S000004585
CAGL0J11484g	DUG3	CAL0133314	YNL191W	DUG3	S000005135
CAGL0G07205g		CAL0137627	YML025C	YML6	S000004487
