C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0E06116g		Ortholog(s) have role in positive regulation of transcription by RNA polymerase II and cytosol, nuclear chromatin, nucleus localization	1.94e+00	1.38e-05	3.94e-01	5.25e-02	-1.11e+00	3.38e-05	-3.78e-01	6.29e-02	2.21e+00	4.44e-01	-2.90e+00	-7.70e-01	1	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0E06116g	Type I	UP	0	DOWN	0	CAGL0E06116g	YMR182C	S000004794	YMR182C	RGM1	Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog, USV1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0E06138g		Ortholog(s) have fatty acid synthase activity, role in fatty acid biosynthetic process, long-chain fatty acid biosynthetic process, palmitic acid biosynthetic process and fatty acid synthase complex localization	7.83e-01	6.33e-04	1.12e+00	3.88e-04	-1.88e-01	2.12e-01	-2.12e+00	2.93e-05	8.58e-01	1.40e+00	-6.33e-01	-3.82e+00	0	0	0	-1	REDOX SIGNALING	PEROXISOME	F3	CAGL0E06138g	OFF	0	0	0	DOWN	CAGL0E06138g	YPL231W	S000006152	YPL231W	FAS2	Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities	-2.09e-02	9.41e-01	-7.50e-01	1.23e-03
CAGL0E06380g		Ortholog(s) have ATP-dependent NAD(P)H-hydrate dehydratase activity and role in nicotinamide nucleotide metabolic process	1.82e+00	3.46e-05	3.50e-01	8.10e-02	2.51e-01	3.13e-02	1.35e-01	4.99e-01	2.07e+00	3.87e-01	4.52e-01	1.27e-01	1	0	0	0	METABOLISM	OTHERS	F1	CAGL0E06380g	OFF	UP	0	0	0	CAGL0E06380g	YKL151C	S000001634	YKL151C	NNR2	Widely-conserved NADHX dehydratase; converts (S)-NADHX to NADH in ATP-dependent manner; YKL151C promoter contains STREs (stress response elements) and expression is induced by heat shock or methyl methanesulfonate; downstream intergenic region drives antisense expression and mediates coordinated regulation of YKL151C and GPM1 phosphoglycerate mutase; protein abundance increases in response to DNA replication stress; homolog of Carkd in mammals and C-terminus of YjeF in E.coli	 NA	 NA	 NA	 NA
CAGL0E06424g		Ortholog(s) have cytochrome-b5 reductase activity, acting on NAD(P)H activity and role in cellular response to oxidative stress, ergosterol biosynthetic process	1.74e+00	2.09e-05	1.03e+00	3.00e-03	1.31e+00	1.80e-05	1.37e+00	1.68e-03	1.97e+00	1.27e+00	3.07e+00	2.29e+00	0	0	1	1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0E06424g	Type II	UP	0	UP	UP	CAGL0E06424g	YKL150W	S000001633	YKL150W	MCR1	Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis	-7.88e-01	5.16e-02	2.24e-01	1.92e-01
CAGL0F00187g	FET4	Has domain(s) with predicted role in transmembrane transport	2.35e+00	1.61e-05	2.02e+00	1.09e-05	-1.88e+00	2.45e-05	-1.04e+00	7.21e-04	2.69e+00	2.58e+00	-4.81e+00	-1.92e+00	1	1	-1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00187g	Type I	UP	UP	DOWN	DOWN	CAGL0F00187g	YMR319C	S000004938	YMR319C	FET4	Low-affinity Fe(II) transporter of the plasma membrane	 NA	 NA	 NA	 NA
CAGL0F00209g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	1.26e+00	4.05e-03	3.42e-01	3.33e-01	2.21e+00	3.08e-05	1.61e+00	4.80e-04	1.42e+00	3.77e-01	5.29e+00	2.71e+00	0	0	1	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00209g	OFF	0	0	UP	UP	CAGL0F00209g	YGR260W	S000003492	YGR260W	TNA1	High affinity nicotinic acid plasma membrane permease; responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)	 NA	 NA	 NA	 NA
CAGL0F00231g		Ortholog(s) have inorganic phosphate transmembrane transporter activity, role in phosphate ion transmembrane transport and integral component of mitochondrial inner membrane, mitochondrion, plasma membrane localization	-9.91e-01	2.80e-02	-1.85e+00	9.42e-04	6.66e-01	1.01e-01	1.68e+00	1.17e-03	-1.21e+00	-2.51e+00	1.48e+00	2.82e+00	0	-1	0	1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0F00231g	Type I	0	DOWN	0	UP	CAGL0F00231g	YJR077C	S000003838	YJR077C	MIR1	Mitochondrial phosphate carrier; imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated	-4.15e-01	2.76e-01	2.99e-02	7.97e-01
CAGL0F00407g		Ortholog(s) have deoxyhypusine monooxygenase activity	-2.76e+00	6.95e-06	-2.62e+00	5.83e-06	-1.90e-01	2.90e-01	-9.44e-01	6.33e-03	-3.28e+00	-3.52e+00	-6.37e-01	-1.76e+00	-1	-1	0	0	REDOX SIGNALING	METALLOENZYME	F3	CAGL0F00407g	Type II	DOWN	DOWN	0	DOWN	CAGL0F00407g	YJR070C	S000003831	YJR070C	LIA1	Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress	-5.80e-02	8.77e-01	-3.09e-01	5.99e-02
CAGL0F00429g		Ortholog(s) have GTP diphosphatase activity, ITP diphosphatase activity, UTP diphosphatase activity, XTP diphosphatase activity, dATP pyrophosphohydrolase activity and dCTP diphosphatase activity, more	-9.25e-01	9.95e-04	-6.66e-01	5.49e-03	-1.10e-01	3.64e-01	-1.21e+00	2.43e-04	-1.14e+00	-9.48e-01	-4.40e-01	-2.22e+00	0	0	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F00429g	OFF	0	0	0	DOWN	CAGL0F00429g	YJR069C	S000003830	YJR069C	HAM1	Nucleoside triphosphate pyrophosphohydrolase; active against various substrates including ITP, dITP and XTP; mediates exclusion of non canonical purines, pyrimidines from dNTP pools; functions with YJL055W to mediate resistance to 5-FU; specifically reduces the incorporation of 5-FU into RNA without affecting uptake or incorporation of uracil into RNA; protein abundance increases in response to DNA replication stress; yeast HAM1 can complement knockdown of human homolog ITPA	-2.02e+00	1.47e-01	7.77e-02	4.94e-01
CAGL0F00605g	GLK1	Aldohexose specific glucokinase	1.90e+00	4.69e-03	1.16e+00	2.37e-03	-1.67e-02	9.44e-01	1.95e+00	7.22e-05	2.16e+00	1.46e+00	-2.09e-01	3.31e+00	1	0	0	1	REGULATION	OTHERS	F2	CAGL0F00605g	Type II	UP	0	0	UP	CAGL0F00605g	YDR516C	S000002924	YDR516C	EMI2	Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1; required for sporulation; expression regulated by glucose-repression transcription factors Mig1/2p; EMI2 has a paralog, GLK1, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	4.51e-01	1.58e-01	1.09e+00	3.06e-04
CAGL0F00649g		Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation	5.52e-02	8.42e-01	5.89e-01	4.14e-02	-7.82e-01	4.41e-03	-1.93e-02	9.55e-01	7.67e-03	7.00e-01	-2.10e+00	-1.42e-01	0	0	-1	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0F00649g	OFF	0	0	DOWN	0	CAGL0F00649g	YLR248W	S000004238	YLR248W	RCK2	Protein kinase involved in response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases; RCK2 has a paralog, RCK1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0F00715g		Protein of unknown function	2.79e+00	7.62e-06	3.07e+00	1.01e-06	-3.91e-01	8.78e-02	-4.00e-03	9.91e-01	3.20e+00	3.97e+00	-1.13e+00	-1.16e-01	1	1	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0F00715g	OFF	UP	UP	0	0	CAGL0F00715g	YAL025C	S000000023	YAL025C	MAK16	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus	-2.33e+00	1.17e-01	 NA	 NA
CAGL0F01045g		Ortholog(s) have role in rRNA export from nucleus	-1.68e+00	1.93e-04	-1.21e+00	8.51e-04	-5.63e-01	6.96e-03	-3.40e-01	1.66e-01	-2.01e+00	-1.66e+00	-1.56e+00	-7.04e-01	-1	0	0	0	REGULATION	TRANSLATION	F2	CAGL0F01045g	Type II	DOWN	DOWN	DOWN	0	CAGL0F01045g	YOL040C	S000005400	YOL040C	RPS15	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19	-2.18e-01	5.71e-01	-2.63e-01	9.55e-02
CAGL0F01265g	YAP7	bZIP domain-containing protein involved in regulation of nitric oxide detoxification	3.83e-02	7.73e-01	8.12e-01	1.65e-02	-1.01e+00	5.81e-05	-1.35e+00	1.04e-03	-1.20e-02	9.94e-01	-2.66e+00	-2.48e+00	0	0	-1	-1	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0F01265g	OFF	0	0	DOWN	DOWN	CAGL0F01265g	YOL028C	S000005388	YOL028C	YAP7	Putative basic leucine zipper (bZIP) transcription factor; YAP7 has a paralog, YAP5, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0F01419g	AUS1	ATP-binding cassette transporter involved in sterol uptake	3.46e+00	3.01e-06	2.95e+00	3.30e-06	-9.22e-01	2.09e-03	-2.15e+00	2.98e-05	3.99e+00	3.81e+00	-2.45e+00	-3.87e+00	1	1	-1	-1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F01419g	Type I	UP	UP	DOWN	DOWN	CAGL0F01419g	YOR011W	S000005537	YOR011W	AUS1	Plasma membrane sterol transporter of the ATP-binding cassette family; required, along with Pdr11p, for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog, PDR11, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0F01463g	TIR1	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	2.07e+00	5.83e-05	4.35e-01	1.75e-01	-7.37e-02	8.19e-01	-1.04e+00	5.13e-03	2.36e+00	4.99e-01	-3.50e-01	-1.93e+00	1	0	0	0	STRESS RESPONSE	_	Others	CAGL0F01463g	Type I	UP	0	0	DOWN	CAGL0F01463g	YOR010C	S000005536	YOR010C	TIR2	Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog, TIR3, that arose from the whole genome duplication	3.07e-01	3.74e-01	-3.98e-01	5.79e-02
CAGL0F01485g	TIR2	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	1.92e+00	1.13e-04	1.41e+00	1.30e-04	2.16e-01	2.09e-01	5.07e-02	8.38e-01	2.19e+00	1.79e+00	3.67e-01	-1.99e-02	1	0	0	0	MEMBRANE / CELL WALL	_	Others	CAGL0F01485g	OFF	UP	UP	0	0	CAGL0F01485g	YOR009W	S000005535	YOR009W	TIR4	Cell wall mannoprotein; expressed under anaerobic conditions and required for anaerobic growth; transcription is also induced by cold shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	 NA	 NA	 NA	 NA
CAGL0F01749g		Putative serine hydroxymethyltransferase; protein differentially expressed in azole resistant strain	-8.33e-01	2.68e-02	1.20e+00	1.82e-03	1.29e+00	1.13e-02	2.05e-01	5.68e-01	-1.03e+00	1.50e+00	3.03e+00	2.51e-01	0	0	1	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0F01749g	OFF	0	UP	0	0	CAGL0F01749g	YLR058C	S000004048	YLR058C	SHM2	Cytosolic serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; major isoform involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis	-3.11e-01	3.91e-01	-2.80e-01	1.09e-01
CAGL0F02101g		Ortholog(s) have peptidase activator activity, proteasome binding activity	1.90e+00	1.82e-04	9.95e-01	4.62e-04	1.26e-01	4.32e-01	8.05e-02	7.24e-01	2.16e+00	1.23e+00	1.44e-01	3.23e-02	1	0	0	0	REGULATION	PROTEIN DEGRADATION	F2	CAGL0F02101g	OFF	UP	0	0	0	CAGL0F02101g	YFL007W	S000001887	YFL007W	BLM10	Proteasome activator; binds the core proteasome (CP) and stimulates proteasome-mediated protein degradation by inducing gate opening; required for sequestering CP into proteasome storage granule (PSG) during quiescent phase and for nuclear import of CP in proliferating cells; required for resistance to bleomycin, may be involved in protecting against oxidative damage; similar to mammalian PA200	 NA	 NA	 NA	 NA
CAGL0F02145g	PHM1	Ortholog(s) have calmodulin binding activity and role in lysosomal microautophagy, polyphosphate metabolic process, protein localization, vacuolar transport, vacuole fusion, non-autophagic	4.72e-01	9.74e-03	5.51e-01	1.08e-02	3.46e-01	8.83e-03	1.21e+00	7.78e-04	4.95e-01	6.51e-01	6.87e-01	2.01e+00	0	0	0	1	MEMBRANE / CELL WALL	_	Others	CAGL0F02145g	OFF	0	0	0	UP	CAGL0F02145g	YFL004W	S000001890	YFL004W	VTC2	Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion; VTC2 has a paralog, VTC3, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0F02233g		Ortholog(s) have dipeptidase activity	-2.18e+00	3.01e-06	-2.43e+00	3.45e-06	-2.15e-01	7.66e-02	-1.17e-01	6.37e-01	-2.60e+00	-3.26e+00	-6.98e-01	-3.13e-01	-1	-1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0F02233g	OFF	DOWN	DOWN	0	0	CAGL0F02233g	YFR006W	S000001902	YFR006W		Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene	1.53e+00	2.69e-03	-1.05e-01	4.49e-01
CAGL0F02431g	ACO2	Ortholog(s) have role in mitochondrial translation and cytoplasm, mitochondrion, nucleus localization	-2.03e+00	3.08e-05	-2.58e+00	4.32e-06	1.18e-01	4.30e-01	-1.01e-01	7.51e-01	-2.43e+00	-3.46e+00	1.24e-01	-2.85e-01	-1	-1	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0F02431g	OFF	DOWN	DOWN	0	0	CAGL0F02431g	YJL200C	S000003736	YJL200C	ACO2	Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol	-6.09e-01	1.91e-01	-4.52e-01	9.45e-03
CAGL0F02513g		Ortholog(s) have role in protein secretion	3.57e-02	8.70e-01	-1.68e-01	5.38e-01	5.57e-01	4.09e-02	1.30e+00	2.41e-03	-1.51e-02	-2.94e-01	1.21e+00	2.16e+00	0	0	0	1	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0F02513g	OFF	0	0	0	UP	CAGL0F02513g	YJL205C	S000003742	YJL205C	NCE101	Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol	 NA	 NA	 NA	 NA
CAGL0F02563g	HPT1	Putative hypoxanthine guanine phosphoribosyl transferase	-2.12e+00	1.38e-05	-1.50e+00	5.75e-05	5.99e-01	1.73e-03	-1.59e+00	7.54e-05	-2.53e+00	-2.04e+00	1.31e+00	-2.90e+00	-1	-1	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F02563g	Type II	DOWN	DOWN	0	DOWN	CAGL0F02563g	YDR399W	S000002807	YDR399W	HPT1	Dimeric hypoxanthine-guanine phosphoribosyltransferase; catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate); mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome	6.59e-01	7.96e-02	-3.05e-01	4.79e-02
CAGL0F03399g	SCS7	Ortholog(s) have fatty acid alpha-hydroxylase activity, role in inositol phosphoceramide metabolic process, mannosyl-inositol phosphorylceramide metabolic process and membrane localization	-1.07e+00	5.72e-03	-1.76e+00	1.33e-04	-3.76e-01	1.76e-02	1.11e+00	3.23e-03	-1.31e+00	-2.39e+00	-1.10e+00	1.83e+00	0	-1	0	0	REDOX SIGNALING	PEROXISOME	F3	CAGL0F03399g	Type I	0	DOWN	0	UP	CAGL0F03399g	YMR272C	S000004885	YMR272C	SCS7	Sphingolipid alpha-hydroxylase; functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth	-8.14e-02	9.10e-01	-1.67e+00	5.10e-04
CAGL0F03553g	DAP1	Putative heme-binding protein involved in regulation of cytochrome P450, Erg11p; required for growth under iron starvation	2.21e-01	3.23e-01	5.22e-01	3.23e-02	-4.75e-01	5.65e-02	-1.73e+00	1.77e-04	2.01e-01	6.13e-01	-1.34e+00	-3.14e+00	0	0	0	-1	REGULATION	OTHERS	F2	CAGL0F03553g	OFF	0	0	0	DOWN	CAGL0F03553g	YPL170W	S000006091	YPL170W	DAP1	Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein, related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres, mitochondria, and sterol synthesis	8.79e-01	4.99e-02	6.69e-01	5.53e-03
CAGL0F03861g		Ortholog(s) have mevalonate kinase activity and role in ergosterol biosynthetic process, farnesyl diphosphate biosynthetic process, mevalonate pathway, isopentenyl diphosphate biosynthetic process, mevalonate pathway	-2.13e-01	1.77e-01	-4.27e-01	5.81e-02	-7.71e-01	1.81e-04	-1.36e+00	2.11e-04	-3.06e-01	-6.35e-01	-2.07e+00	-2.48e+00	0	0	-1	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0F03861g	OFF	0	0	DOWN	DOWN	CAGL0F03861g	YMR208W	S000004821	YMR208W	ERG12	Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation	-3.36e-01	3.29e-01	-8.34e-01	4.03e-03
CAGL0F03927g		Ortholog(s) have GMP synthase (glutamine-hydrolyzing) activity and role in GMP biosynthetic process, GMP metabolic process	-1.39e+00	6.00e-04	-1.22e+00	2.27e-04	-4.88e-01	9.67e-03	-1.27e+00	1.88e-04	-1.67e+00	-1.68e+00	-1.37e+00	-2.33e+00	0	0	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F03927g	Type II	DOWN	DOWN	0	DOWN	CAGL0F03927g	YMR217W	S000004830	YMR217W	GUA1	GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA	-3.32e-01	4.39e-01	-1.01e-01	5.09e-01
CAGL0F03993g	ERG8	Ortholog(s) have phosphomevalonate kinase activity	-4.99e-01	2.88e-02	-8.08e-01	2.89e-03	-6.67e-01	2.45e-04	-1.13e+00	4.48e-04	-6.40e-01	-1.14e+00	-1.82e+00	-2.08e+00	0	0	0	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0F03993g	OFF	0	0	DOWN	DOWN	CAGL0F03993g	YMR220W	S000004833	YMR220W	ERG8	Phosphomevalonate kinase; an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate	-1.01e-01	9.12e-01	6.96e-01	2.14e-02
CAGL0F04191g		Ortholog of S. cerevisiae : YBL029C-A, C. albicans SC5314 : C1_02060W_A, C. dubliniensis CD36 : Cd36_01920, C. parapsilosis CDC317 : CPAR2_108200 and C. auris B8441 : B9J08_000493	1.52e+00	9.04e-05	3.71e-01	1.07e-01	1.52e+00	3.38e-05	6.80e-01	3.51e-02	1.72e+00	4.14e-01	3.59e+00	1.08e+00	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0F04191g	Type II	UP	0	UP	0	CAGL0F04191g	YBL029C-A	S000007591	YBL029C-A		Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica	 NA	 NA	 NA	 NA
CAGL0F04213g		Ortholog(s) have ATP:ADP antiporter activity	-3.67e-01	3.07e-01	-1.39e+00	1.06e-03	8.06e-01	1.52e-02	1.94e+00	1.25e-04	-4.86e-01	-1.90e+00	1.82e+00	3.29e+00	0	0	0	1	REDOX SIGNALING	OTHERS	F3	CAGL0F04213g	Type I	0	DOWN	0	UP	CAGL0F04213g	YBL030C	S000000126	YBL030C	PET9	Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant	1.38e-01	6.18e-01	-4.55e-01	9.42e-03
